# IR, RED, Heart Rate, Resoiration Rate, SPO2
229377.00,216953.00,60.00,9.58,99.05
229383.00,217006.00,60.00,9.58,99.05
229463.00,217154.00,60.00,9.58,99.05
229549.00,216981.00,60.00,9.58,99.05
229718.00,217028.00,60.00,9.58,99.05
229613.00,217229.00,60.00,9.58,99.05
229699.00,217137.00,60.00,9.58,99.05
229885.00,217107.00,60.00,9.58,99.05
229813.00,217282.00,60.00,9.58,99.05
229908.00,217183.00,60.00,9.58,99.05
229956.00,217190.00,60.00,9.58,99.05
230006.00,217377.00,60.00,9.58,99.05
230085.00,217201.00,60.00,9.58,99.05
230188.00,217246.00,60.00,9.58,0.00
229955.00,217393.00,60.00,9.58,99.94
229811.00,217193.00,60.00,9.58,99.94
229613.00,217116.00,60.00,9.58,99.94
229402.00,217203.00,60.00,9.58,99.94
229219.00,217005.00,60.00,9.58,99.94
229177.00,216932.00,60.00,9.58,99.94
228895.00,217048.00,60.00,9.58,99.94
228805.00,216859.00,60.00,9.58,99.94
228771.00,216767.00,60.00,9.58,99.94
228573.00,216896.00,60.00,9.58,99.94
228545.00,216773.00,60.00,9.58,99.94
228542.00,216780.00,60.00,9.58,99.94
228589.00,216830.00,60.00,9.58,99.94
228629.00,216798.00,60.00,9.58,99.94
228636.00,216910.00,60.00,9.58,99.94
228663.00,216811.00,60.00,9.58,99.94
228688.00,216846.00,60.00,9.58,99.94
228676.00,216831.00,60.00,9.58,99.94
228679.00,216924.00,60.00,9.58,99.94
228695.00,216843.00,60.00,9.58,99.94
228752.00,216930.00,60.00,9.58,99.94
228845.00,216803.00,60.00,9.58,99.94
228828.00,216995.00,60.00,9.58,99.94
228871.00,216882.00,60.00,9.58,99.94
228863.00,216946.00,60.00,9.58,99.94
229004.00,216908.00,60.00,9.58,99.94
229023.00,216972.00,60.00,9.58,99.94
229031.00,217000.00,60.00,9.58,99.94
229191.00,216983.00,60.00,9.58,99.94
229171.00,217138.00,0.00,9.58,99.94
229253.00,216971.00,57.69,9.58,99.94
229233.00,217047.00,57.69,9.58,99.94
229334.00,217191.00,57.69,9.58,99.94
229328.00,217026.00,57.69,9.58,99.94
229448.00,217126.00,57.69,9.58,99.94
229500.00,217159.00,57.69,9.58,99.94
229562.00,217091.00,57.69,9.58,99.94
229627.00,217191.00,57.69,9.58,99.94
229709.00,217198.00,57.69,9.58,99.94
229722.00,217183.00,57.69,9.58,99.94
229802.00,217263.00,57.69,9.58,99.94
229868.00,217330.00,57.69,9.58,99.94
229941.00,217233.00,57.69,9.58,99.94
229967.00,217317.00,57.69,9.58,99.94
230030.00,217406.00,57.69,9.58,99.94
230125.00,217296.00,57.69,9.58,99.94
230127.00,217381.00,57.69,9.58,99.94
230227.00,217461.00,57.69,9.58,99.94
230303.00,217342.00,57.69,9.58,99.94
230359.00,217447.00,57.69,9.58,99.94
230405.00,217599.00,57.69,9.58,0.00
230375.00,217425.00,57.69,9.58,98.46
230368.00,217437.00,57.69,9.58,98.46
230016.00,217539.00,57.69,9.58,98.46
229801.00,217304.00,57.69,9.58,98.46
229501.00,217216.00,57.69,9.58,98.46
229346.00,217288.00,57.69,9.58,98.46
229205.00,217061.00,57.69,9.58,98.46
229146.00,217041.00,57.69,9.58,98.46
228851.00,217140.00,57.69,9.58,98.46
228744.00,217010.00,57.69,9.58,98.46
228742.00,216914.00,57.69,9.58,98.46
228499.00,217054.00,57.69,9.58,98.46
228474.00,216899.00,57.69,9.58,98.46
228493.00,216932.00,57.69,9.58,98.46
228557.00,216910.00,57.69,9.58,98.46
228551.00,216955.00,57.69,9.58,98.46
228563.00,216932.00,57.69,9.58,98.46
228559.00,216967.00,57.69,9.58,98.46
228553.00,216937.00,57.69,9.58,98.46
228580.00,216970.00,57.69,9.58,98.46
228538.00,216934.00,57.69,9.58,98.46
228625.00,216977.00,57.69,9.58,98.46
228685.00,216871.00,57.69,9.58,98.46
228680.00,217002.00,57.69,9.58,98.46
228673.00,217034.00,57.69,9.58,98.46
228880.00,216981.00,57.69,9.58,98.46
228810.00,217163.00,57.69,9.58,98.46
228870.00,216992.00,57.69,9.58,98.46
228870.00,217113.00,57.69,9.58,98.46
228970.00,217021.00,57.69,9.58,98.46
228988.00,217088.00,0.00,9.58,98.46
229080.00,217182.00,54.55,9.58,98.46
229100.00,217094.00,54.55,9.58,98.46
229163.00,217208.00,54.55,9.58,98.46
229185.00,217213.00,54.55,9.58,98.46
229297.00,217238.00,54.55,9.58,98.46
229349.00,217328.00,54.55,9.58,98.46
229299.00,217239.00,54.55,9.58,98.46
229428.00,217266.00,54.55,9.58,98.46
229482.00,217334.00,54.55,9.58,98.46
229514.00,217336.00,54.55,9.58,98.46
229615.00,217311.00,54.55,9.58,98.46
229700.00,217407.00,54.55,9.58,98.46
229657.00,217401.00,54.55,9.58,98.46
229790.00,217408.00,54.55,9.58,98.46
229859.00,217487.00,54.55,9.58,98.46
229932.00,217472.00,54.55,9.58,98.46
229918.00,217451.00,54.55,9.58,98.46
230035.00,217537.00,54.55,9.58,98.46
230104.00,217541.00,54.55,9.58,98.46
230146.00,217502.00,54.55,9.58,98.46
230208.00,217594.00,54.55,9.58,98.46
230293.00,217623.00,54.55,9.58,98.46
230318.00,217588.00,54.55,9.58,98.46
230338.00,217663.00,54.55,9.58,0.00
230299.00,217658.00,54.55,9.58,99.20
230140.00,217572.00,54.55,9.58,99.20
229817.00,217528.00,54.55,9.58,99.20
229603.00,217508.00,54.55,9.58,99.20
229389.00,217308.00,54.55,9.58,99.20
229102.00,217283.00,54.55,9.58,99.20
228984.00,217311.00,54.55,9.58,99.20
228824.00,217120.00,54.55,9.58,99.20
228609.00,217123.00,54.55,9.58,99.20
228476.00,217157.00,54.55,9.58,99.20
228381.00,216963.00,54.55,9.58,99.20
228277.00,217036.00,54.55,9.58,99.20
228272.00,216835.00,54.55,9.58,99.20
228280.00,217039.00,54.55,9.58,99.20
228331.00,216918.00,54.55,9.58,99.20
228317.00,217058.00,54.55,9.58,99.20
228338.00,216899.00,54.55,9.58,99.20
228318.00,217066.00,54.55,9.58,99.20
228336.00,216940.00,54.55,9.58,99.20
228332.00,217043.00,54.55,9.58,99.20
228337.00,216975.00,54.55,9.58,99.20
228355.00,217059.00,54.55,9.58,99.20
228361.00,217101.00,54.55,9.58,99.20
228442.00,217062.00,54.55,9.58,99.20
228486.00,217240.00,54.55,9.58,99.20
228541.00,217076.00,54.55,9.58,99.20
228543.00,217206.00,54.55,9.58,99.20
228636.00,217178.00,54.55,9.58,99.20
228653.00,217203.00,54.55,9.58,99.20
228651.00,217228.00,54.55,9.58,99.20
228790.00,217192.00,0.00,9.58,99.20
228756.00,217335.00,55.56,9.58,99.20
228854.00,217288.00,55.56,9.58,99.20
228976.00,217275.00,55.56,9.58,99.20
228944.00,217419.00,55.56,9.58,99.20
229025.00,217347.00,55.56,9.58,99.20
229160.00,217323.00,55.56,9.58,99.20
229132.00,217518.00,55.56,9.58,99.20
229217.00,217370.00,55.56,9.58,99.20
229374.00,217408.00,55.56,9.58,99.20
229283.00,217580.00,55.56,9.58,99.20
229401.00,217521.00,55.56,9.58,99.20
229529.00,217489.00,55.56,9.58,99.20
229537.00,217627.00,55.56,9.58,99.20
229586.00,217501.00,55.56,9.58,99.20
229730.00,217540.00,55.56,9.58,99.20
229630.00,217700.00,55.56,9.58,99.20
229754.00,217632.00,55.56,9.58,99.20
229895.00,217584.00,55.56,9.58,99.20
229897.00,217761.00,55.56,9.58,99.20
229923.00,217654.00,55.56,9.58,99.20
230081.00,217707.00,55.56,9.58,99.20
230096.00,217782.00,55.56,9.58,99.20
230083.00,217755.00,55.56,9.58,99.20
230163.00,217746.00,55.56,9.58,0.00
229981.00,217830.00,55.56,9.58,98.65
229690.00,217656.00,55.56,9.58,98.65
229476.00,217590.00,55.56,9.58,98.65
229178.00,217546.00,55.56,9.58,98.65
228915.00,217396.00,55.56,9.58,98.65
228779.00,217328.00,55.56,9.58,98.65
228592.00,217324.00,55.56,9.58,98.65
228340.00,217203.00,55.56,9.58,98.65
228265.00,217177.00,55.56,9.58,98.65
228085.00,217198.00,55.56,9.58,98.65
227961.00,217068.00,55.56,9.58,98.65
227926.00,217031.00,55.56,9.58,98.65
227920.00,217127.00,55.56,9.58,98.65
227955.00,217024.00,55.56,9.58,98.65
227955.00,217142.00,55.56,9.58,98.65
227972.00,217069.00,55.56,9.58,98.65
227963.00,217235.00,55.56,9.58,98.65
227963.00,217011.00,55.56,9.58,98.65
227964.00,217206.00,55.56,9.58,98.65
228044.00,216987.00,55.56,9.58,98.65
228074.00,217217.00,55.56,9.58,98.65
228152.00,217066.00,55.56,9.58,98.65
228114.00,217231.00,55.56,9.58,98.65
228125.00,217093.00,55.56,9.58,98.65
228232.00,217181.00,55.56,9.58,98.65
228286.00,217127.00,55.56,9.58,98.65
228321.00,217210.00,55.56,9.58,98.65
228286.00,217240.00,55.56,9.58,98.65
228466.00,217206.00,55.56,9.58,98.65
228430.00,217369.00,0.00,9.58,98.65
228540.00,217224.00,55.56,9.58,98.65
228565.00,217314.00,55.56,9.58,98.65
228597.00,217354.00,55.56,9.58,98.65
228715.00,217334.00,55.56,9.58,98.65
228704.00,217449.00,55.56,9.58,98.65
228784.00,217396.00,55.56,9.58,98.65
228970.00,217397.00,55.56,9.58,98.65
228837.00,217551.00,55.56,9.58,98.65
228997.00,217495.00,55.56,9.58,98.65
229144.00,217447.00,55.56,9.58,98.65
229088.00,217620.00,55.56,9.58,98.65
229131.00,217529.00,55.56,9.58,98.65
229283.00,217576.00,55.56,9.58,98.65
229316.00,217644.00,55.56,9.58,98.65
229310.00,217557.00,55.56,9.58,98.65
229453.00,217630.00,55.56,9.58,98.65
229432.00,217693.00,55.56,9.58,98.65
229522.00,217610.00,55.56,9.58,98.65
229623.00,217669.00,55.56,9.58,98.65
229674.00,217790.00,55.56,9.58,98.65
229676.00,217688.00,55.56,9.58,98.65
229791.00,217727.00,55.56,9.58,98.65
229870.00,217808.00,55.56,9.58,0.00
229806.00,217740.00,55.56,9.58,99.92
229725.00,217702.00,55.56,9.58,99.92
229516.00,217698.00,55.56,9.58,99.92
229222.00,217574.00,55.56,9.58,99.92
228943.00,217470.00,55.56,9.58,99.92
228710.00,217443.00,55.56,9.58,99.92
228494.00,217332.00,55.56,9.58,99.92
228252.00,217188.00,55.56,9.58,99.92
228126.00,217218.00,55.56,9.58,99.92
227985.00,217159.00,55.56,9.58,99.92
227807.00,217036.00,55.56,9.58,99.92
227690.00,217084.00,55.56,9.58,99.92
227636.00,217084.00,55.56,9.58,99.92
227636.00,217044.00,55.56,0.00,99.92
227668.00,217118.00,55.56,9.74,99.92
227686.00,217059.00,55.56,9.74,99.92
227703.00,217076.00,55.56,9.74,99.92
227692.00,217085.00,55.56,9.74,99.92
227699.00,217118.00,55.56,9.74,99.92
227702.00,217082.00,55.56,9.74,99.92
227711.00,217121.00,55.56,9.74,99.92
227707.00,217084.00,55.56,9.74,99.92
227808.00,217258.00,55.56,9.74,99.92
227873.00,217086.00,55.56,9.74,99.92
227866.00,217249.00,55.56,9.74,99.92
227898.00,217148.00,55.56,9.74,99.92
227996.00,217233.00,55.56,9.74,99.92
228052.00,217176.00,55.56,9.74,99.92
228083.00,217272.00,55.56,9.74,99.92
228102.00,217238.00,55.56,9.74,99.92
228272.00,217275.00,0.00,9.74,99.92
228208.00,217410.00,57.69,9.74,99.92
228320.00,217261.00,57.69,9.74,99.92
228308.00,217324.00,57.69,9.74,99.92
228405.00,217471.00,57.69,9.74,99.92
228513.00,217291.00,57.69,9.74,99.92
228540.00,217380.00,57.69,9.74,99.92
228587.00,217557.00,57.69,9.74,99.92
228657.00,217464.00,57.69,9.74,99.92
228753.00,217446.00,57.69,9.74,99.92
228804.00,217609.00,57.69,9.74,99.92
228870.00,217452.00,57.69,9.74,99.92
228987.00,217514.00,57.69,9.74,99.92
228976.00,217649.00,57.69,9.74,99.92
229067.00,217496.00,57.69,9.74,99.92
229105.00,217579.00,57.69,9.74,99.92
229177.00,217662.00,57.69,9.74,99.92
229278.00,217550.00,57.69,9.74,99.92
229312.00,217664.00,57.69,9.74,99.92
229401.00,217657.00,57.69,9.74,99.92
229399.00,217651.00,57.69,9.74,99.92
229521.00,217742.00,57.69,9.74,99.92
229531.00,217778.00,57.69,9.74,0.00
229431.00,217681.00,57.69,9.74,99.74
229306.00,217714.00,57.69,9.74,99.74
228984.00,217584.00,57.69,9.74,99.74
228703.00,217478.00,57.69,9.74,99.74
228381.00,217456.00,57.69,9.74,99.74
228190.00,217336.00,57.69,9.74,99.74
228051.00,217257.00,57.69,9.74,99.74
227774.00,217291.00,57.69,9.74,99.74
227646.00,217193.00,57.69,9.74,99.74
227569.00,217063.00,57.69,9.74,99.74
227361.00,217147.00,57.69,9.74,99.74
227283.00,217004.00,57.69,9.74,99.74
227299.00,217057.00,57.69,9.74,99.74
227330.00,217000.00,57.69,9.74,99.74
227358.00,217090.00,57.69,9.74,99.74
227383.00,217040.00,57.69,9.74,99.74
227386.00,217086.00,57.69,9.74,99.74
227367.00,217052.00,57.69,9.74,99.74
227389.00,217094.00,57.69,9.74,99.74
227404.00,217068.00,57.69,9.74,99.74
227389.00,217137.00,57.69,9.74,99.74
227499.00,217102.00,57.69,9.74,99.74
227506.00,217143.00,57.69,9.74,99.74
227563.00,217127.00,57.69,9.74,99.74
227608.00,217171.00,57.69,9.74,99.74
227678.00,217276.00,57.69,9.74,99.74
227821.00,217108.00,57.69,9.74,99.74
227785.00,217336.00,57.69,9.74,99.74
227812.00,217172.00,57.69,9.74,99.74
227914.00,217283.00,0.00,9.74,99.74
227908.00,217296.00,58.82,9.74,99.74
228081.00,217276.00,58.82,9.74,99.74
228053.00,217419.00,58.82,9.74,99.74
228174.00,217360.00,58.82,9.74,99.74
228188.00,217341.00,58.82,9.74,99.74
228264.00,217412.00,58.82,9.74,99.74
228345.00,217352.00,58.82,9.74,99.74
228393.00,217412.00,58.82,9.74,99.74
228473.00,217497.00,58.82,9.74,99.74
228473.00,217434.00,58.82,9.74,99.74
228612.00,217503.00,58.82,9.74,99.74
228684.00,217516.00,58.82,9.74,99.74
228772.00,217479.00,58.82,9.74,99.74
228834.00,217622.00,58.82,9.74,99.74
228833.00,217584.00,58.82,9.74,99.74
228958.00,217570.00,58.82,9.74,99.74
229047.00,217687.00,58.82,9.74,99.74
229044.00,217645.00,58.82,9.74,99.74
229233.00,217634.00,58.82,9.74,0.00
229220.00,217777.00,58.82,9.74,99.95
229166.00,217692.00,58.82,9.74,99.95
229057.00,217672.00,58.82,9.74,99.95
228775.00,217664.00,58.82,9.74,99.95
228374.00,217461.00,58.82,9.74,99.95
228124.00,217382.00,58.82,9.74,99.95
227856.00,217333.00,58.82,9.74,99.95
227632.00,217166.00,58.82,9.74,99.95
227438.00,217058.00,58.82,9.74,99.95
227260.00,217090.00,58.82,9.74,99.95
227014.00,216989.00,58.82,9.74,99.95
226939.00,216938.00,58.82,9.74,99.95
226844.00,216953.00,58.82,9.74,99.95
226856.00,216894.00,58.82,9.74,99.95
226881.00,216963.00,58.82,9.74,99.95
226929.00,216919.00,58.82,9.74,99.95
226952.00,217004.00,58.82,9.74,99.95
226938.00,216944.00,58.82,9.74,99.95
226942.00,217002.00,58.82,9.74,99.95
226911.00,216975.00,58.82,9.74,99.95
226936.00,217026.00,58.82,9.74,99.95
226960.00,216975.00,58.82,9.74,99.95
226972.00,217036.00,58.82,9.74,99.95
227088.00,216978.00,58.82,9.74,99.95
227109.00,217069.00,58.82,9.74,99.95
227158.00,217051.00,58.82,9.74,99.95
227150.00,217056.00,58.82,9.74,99.95
227291.00,217221.00,58.82,9.74,99.95
227389.00,217011.00,58.82,9.74,99.95
227375.00,217225.00,58.82,9.74,99.95
227417.00,217090.00,58.82,9.74,99.95
227511.00,217190.00,0.00,9.74,99.95
227523.00,217186.00,62.50,9.74,99.95
227715.00,217188.00,62.50,9.74,99.95
227675.00,217336.00,62.50,9.74,99.95
227740.00,217252.00,62.50,9.74,99.95
227953.00,217227.00,62.50,9.74,99.95
227862.00,217418.00,62.50,9.74,99.95
227953.00,217311.00,62.50,9.74,99.95
228006.00,217301.00,62.50,9.74,99.95
228086.00,217477.00,62.50,9.74,99.95
228162.00,217378.00,62.50,9.74,99.95
228171.00,217372.00,62.50,9.74,99.95
228267.00,217515.00,62.50,9.74,99.95
228363.00,217339.00,62.50,9.74,99.95
228417.00,217444.00,62.50,9.74,99.95
228505.00,217472.00,62.50,9.74,99.95
228536.00,217413.00,62.50,9.74,99.95
228629.00,217537.00,62.50,9.74,99.95
228693.00,217528.00,62.50,9.74,0.00
228603.00,217474.00,62.50,9.74,99.92
228499.00,217530.00,62.50,9.74,99.92
228121.00,217402.00,62.50,9.74,99.92
227817.00,217277.00,62.50,9.74,99.92
227433.00,217283.00,62.50,9.74,99.92
227202.00,217120.00,62.50,9.74,99.92
226988.00,217011.00,62.50,9.74,99.92
226685.00,217006.00,62.50,9.74,99.92
226504.00,216863.00,62.50,9.74,99.92
226405.00,216756.00,62.50,9.74,99.92
226165.00,216862.00,62.50,9.74,99.92
226055.00,216678.00,62.50,9.74,99.92
226019.00,216734.00,62.50,9.74,99.92
226059.00,216674.00,62.50,9.74,99.92
226109.00,216782.00,62.50,9.74,99.92
226167.00,216717.00,62.50,9.74,99.92
226132.00,216814.00,62.50,9.74,99.92
226175.00,216726.00,62.50,9.74,99.92
226145.00,216812.00,62.50,9.74,99.92
226180.00,216721.00,62.50,9.74,99.92
226194.00,216834.00,62.50,9.74,99.92
226205.00,216723.00,62.50,9.74,99.92
226269.00,216805.00,62.50,9.74,99.92
226343.00,216748.00,62.50,9.74,99.92
226374.00,216841.00,62.50,9.74,99.92
226413.00,216869.00,62.50,9.74,99.92
226446.00,216849.00,62.50,9.74,99.92
226591.00,216990.00,62.50,9.74,99.92
226672.00,216878.00,62.50,9.74,99.92
226676.00,216983.00,0.00,9.74,99.92
226797.00,216857.00,56.60,9.74,99.92
226815.00,216961.00,56.60,9.74,99.92
226879.00,216996.00,56.60,9.74,99.92
226928.00,216956.00,56.60,9.74,99.92
227032.00,217082.00,56.60,9.74,99.92
227034.00,217042.00,56.60,9.74,99.92
227179.00,217080.00,56.60,9.74,99.92
227221.00,217135.00,56.60,9.74,99.92
227249.00,217087.00,56.60,9.74,99.92
227421.00,217148.00,56.60,9.74,99.92
227458.00,217225.00,56.60,9.74,99.92
227442.00,217159.00,56.60,9.74,99.92
227555.00,217219.00,56.60,9.74,99.92
227636.00,217269.00,56.60,9.74,99.92
227677.00,217229.00,56.60,9.74,99.92
227793.00,217215.00,56.60,9.74,99.92
227849.00,217324.00,56.60,9.74,99.92
227865.00,217292.00,56.60,9.74,99.92
227979.00,217360.00,56.60,9.74,99.92
228075.00,217400.00,56.60,9.74,99.92
228095.00,217379.00,56.60,9.74,99.92
228173.00,217352.00,56.60,9.74,0.00
228144.00,217431.00,56.60,9.74,99.91
227983.00,217355.00,56.60,9.74,99.91
227640.00,217222.00,56.60,9.74,99.91
227293.00,217185.00,56.60,9.74,99.91
226922.00,217019.00,56.60,9.74,99.91
226576.00,216880.00,56.60,9.74,99.91
226313.00,216847.00,56.60,9.74,99.91
226084.00,216760.00,56.60,9.74,99.91
225804.00,216618.00,56.60,9.74,99.91
225651.00,216627.00,56.60,9.74,99.91
225481.00,216551.00,56.60,9.74,99.91
225360.00,216423.00,56.60,9.74,99.91
225246.00,216498.00,56.60,9.74,99.91
225299.00,216466.00,56.60,9.74,99.91
225350.00,216516.00,56.60,9.74,99.91
225439.00,216450.00,56.60,9.74,99.91
225425.00,216555.00,56.60,9.74,99.91
225471.00,216488.00,56.60,9.74,99.91
225470.00,216561.00,56.60,9.74,99.91
225503.00,216541.00,56.60,9.74,99.91
225477.00,216589.00,56.60,9.74,99.91
225573.00,216470.00,56.60,9.74,99.91
225628.00,216606.00,56.60,9.74,99.91
225659.00,216632.00,56.60,9.74,99.91
225676.00,216606.00,56.60,9.74,99.91
225824.00,216791.00,56.60,9.74,99.91
225911.00,216659.00,56.60,9.74,99.91
225940.00,216761.00,56.60,9.74,99.91
226035.00,216662.00,56.60,9.74,99.91
226072.00,216748.00,56.60,9.74,99.91
226173.00,216803.00,0.00,9.74,99.91
226227.00,216728.00,56.60,9.74,99.91
226314.00,216846.00,56.60,9.74,99.91
226319.00,216790.00,56.60,9.74,99.91
226443.00,216890.00,56.60,9.74,99.91
226464.00,216947.00,56.60,9.74,99.91
226577.00,216915.00,56.60,9.74,99.91
226755.00,216895.00,56.60,9.74,99.91
226660.00,217082.00,56.60,9.74,99.91
226759.00,216956.00,56.60,9.74,99.91
226905.00,217015.00,56.60,9.74,99.91
226974.00,217090.00,56.60,9.74,99.91
226985.00,217062.00,56.60,9.74,99.91
227146.00,217110.00,56.60,9.74,99.91
227204.00,217160.00,56.60,9.74,99.91
227205.00,217104.00,56.60,9.74,99.91
227330.00,217187.00,56.60,9.74,99.91
227422.00,217257.00,56.60,9.74,99.91
227424.00,217180.00,56.60,9.74,99.91
227557.00,217250.00,56.60,9.74,99.91
227632.00,217304.00,56.60,9.74,99.91
227665.00,217234.00,56.60,9.74,99.91
227769.00,217338.00,56.60,9.74,0.00
227744.00,217369.00,56.60,9.74,99.73
227757.00,217306.00,56.60,9.74,99.73
227622.00,217251.00,56.60,9.74,99.73
227240.00,217283.00,56.60,9.74,99.73
226794.00,217004.00,56.60,9.74,99.73
226510.00,216949.00,56.60,9.74,99.73
226197.00,216867.00,56.60,9.74,99.73
225851.00,216690.00,56.60,9.74,99.73
225690.00,216644.00,56.60,9.74,99.73
225524.00,216617.00,56.60,9.74,99.73
225253.00,216486.00,56.60,9.74,99.73
225147.00,216467.00,56.60,9.74,99.73
225043.00,216463.00,56.60,9.74,99.73
225000.00,216301.00,56.60,9.74,99.73
225031.00,216407.00,56.60,9.74,99.73
225109.00,216311.00,56.60,9.74,99.73
225120.00,216437.00,56.60,9.74,99.73
225156.00,216374.00,56.60,9.74,99.73
225156.00,216462.00,56.60,9.74,99.73
225180.00,216345.00,56.60,9.74,99.73
225164.00,216479.00,56.60,9.74,99.73
225211.00,216443.00,56.60,9.74,99.73
225255.00,216489.00,56.60,9.74,99.73
225245.00,216553.00,56.60,9.74,99.73
225478.00,216482.00,56.60,9.74,99.73
225423.00,216674.00,56.60,9.74,99.73
225496.00,216536.00,56.60,9.74,99.73
225526.00,216652.00,56.60,9.74,99.73
225654.00,216598.00,56.60,9.74,99.73
225708.00,216660.00,56.60,9.74,99.73
225774.00,216686.00,0.00,9.74,99.73
225885.00,216665.00,56.60,9.74,99.73
225863.00,216776.00,56.60,9.74,99.73
226012.00,216681.00,56.60,9.74,99.73
226060.00,216742.00,56.60,9.74,99.73
226108.00,216918.00,56.60,9.74,99.73
226202.00,216799.00,56.60,9.74,99.73
226390.00,216806.00,56.60,9.74,99.73
226299.00,216995.00,56.60,9.74,99.73
226417.00,216930.00,56.60,9.74,99.73
226618.00,216883.00,56.60,9.74,99.73
226531.00,217048.00,56.60,9.74,99.73
226656.00,216966.00,56.60,9.74,99.73
226812.00,216977.00,56.60,9.74,99.73
226805.00,217119.00,56.60,9.74,99.73
226838.00,217053.00,56.60,9.74,99.73
226997.00,217099.00,56.60,9.74,99.73
227050.00,217168.00,56.60,9.74,99.73
227038.00,217126.00,56.60,9.74,99.73
227217.00,217175.00,56.60,9.74,99.73
227279.00,217230.00,56.60,9.74,99.73
227306.00,217238.00,56.60,9.74,99.73
227468.00,217239.00,56.60,9.74,99.73
227486.00,217295.00,56.60,9.74,0.00
227347.00,217209.00,56.60,9.74,99.95
227170.00,217152.00,56.60,9.74,99.95
226863.00,217152.00,56.60,9.74,99.95
226456.00,216951.00,56.60,9.74,99.95
226146.00,216835.00,56.60,9.74,99.95
225855.00,216780.00,56.60,9.74,99.95
225548.00,216629.00,56.60,9.74,99.95
225367.00,216541.00,56.60,9.74,99.95
225182.00,216534.00,56.60,9.74,99.95
224973.00,216433.00,56.60,9.74,99.95
224771.00,216313.00,56.60,0.00,99.95
224701.00,216367.00,56.60,11.49,99.95
224701.00,216341.00,56.60,11.49,99.95
224762.00,216387.00,56.60,11.49,99.95
224818.00,216393.00,56.60,11.49,99.95
224848.00,216433.00,56.60,11.49,99.95
224900.00,216369.00,56.60,11.49,99.95
224875.00,216440.00,56.60,11.49,99.95
224955.00,216404.00,56.60,11.49,99.95
224917.00,216452.00,56.60,11.49,99.95
225038.00,216457.00,56.60,11.49,99.95
225056.00,216481.00,56.60,11.49,99.95
225122.00,216442.00,56.60,11.49,99.95
225185.00,216497.00,56.60,11.49,99.95
225222.00,216622.00,56.60,11.49,99.95
225456.00,216484.00,56.60,11.49,99.95
225426.00,216722.00,56.60,11.49,99.95
225450.00,216597.00,56.60,11.49,99.95
225565.00,216672.00,56.60,11.49,99.95
225615.00,216655.00,0.00,11.49,99.95
225713.00,216668.00,60.00,11.49,99.95
225765.00,216839.00,60.00,11.49,99.95
225852.00,216706.00,60.00,11.49,99.95
225884.00,216757.00,60.00,11.49,99.95
225979.00,216792.00,60.00,11.49,99.95
226028.00,216744.00,60.00,11.49,99.95
226116.00,216868.00,60.00,11.49,99.95
226190.00,216845.00,60.00,11.49,99.95
226240.00,216812.00,60.00,11.49,99.95
226373.00,216924.00,60.00,11.49,99.95
226473.00,216913.00,60.00,11.49,99.95
226478.00,216929.00,60.00,11.49,99.95
226600.00,217003.00,60.00,11.49,99.95
226717.00,217014.00,60.00,11.49,99.95
226737.00,216971.00,60.00,11.49,99.95
226859.00,217097.00,60.00,11.49,99.95
226973.00,217086.00,60.00,11.49,99.95
226987.00,217079.00,60.00,11.49,99.95
227096.00,217172.00,60.00,11.49,99.95
227131.00,217167.00,60.00,11.49,0.00
227013.00,217100.00,60.00,11.49,99.81
226740.00,217098.00,60.00,11.49,99.81
226381.00,216983.00,60.00,11.49,99.81
225975.00,216839.00,60.00,11.49,99.81
225678.00,216762.00,60.00,11.49,99.81
225395.00,216594.00,60.00,11.49,99.81
225186.00,216493.00,60.00,11.49,99.81
224903.00,216475.00,60.00,11.49,99.81
224759.00,216462.00,60.00,11.49,99.81
224613.00,216258.00,60.00,11.49,99.81
224399.00,216284.00,60.00,11.49,99.81
224361.00,216425.00,60.00,11.49,99.81
224420.00,216285.00,60.00,11.49,99.81
224489.00,216476.00,60.00,11.49,99.81
224571.00,216252.00,60.00,11.49,99.81
224536.00,216505.00,60.00,11.49,99.81
224604.00,216306.00,60.00,11.49,99.81
224600.00,216532.00,60.00,11.49,99.81
224602.00,216290.00,60.00,11.49,99.81
224621.00,216535.00,60.00,11.49,99.81
224832.00,216327.00,60.00,11.49,99.81
224785.00,216532.00,60.00,11.49,99.81
224869.00,216413.00,60.00,11.49,99.81
224881.00,216502.00,60.00,11.49,99.81
225044.00,216479.00,60.00,11.49,99.81
225097.00,216552.00,60.00,11.49,99.81
225176.00,216534.00,60.00,11.49,99.81
225227.00,216566.00,60.00,11.49,99.81
225348.00,216636.00,60.00,11.49,99.81
225391.00,216588.00,0.00,11.49,99.81
225482.00,216672.00,63.83,11.49,99.81
225530.00,216644.00,63.83,11.49,99.81
225721.00,216675.00,63.83,11.49,99.81
225704.00,216848.00,63.83,11.49,99.81
225782.00,216679.00,63.83,11.49,99.81
225845.00,216739.00,63.83,11.49,99.81
225934.00,216942.00,63.83,11.49,99.81
226020.00,216834.00,63.83,11.49,99.81
226210.00,216828.00,63.83,11.49,99.81
226159.00,217005.00,63.83,11.49,99.81
226253.00,216911.00,63.83,11.49,99.81
226444.00,216902.00,63.83,11.49,99.81
226403.00,217090.00,63.83,11.49,99.81
226523.00,216917.00,63.83,11.49,99.81
226550.00,216988.00,63.83,11.49,99.81
226646.00,217144.00,63.83,11.49,99.81
